Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Renault,13321.33,crossover,0,1.5,Diesel,yes,2016
BMW,115800,crossover,4,3,Diesel,yes,2016
Mercedes-Benz,27300,crossover,185,3,Diesel,yes,2008
Toyota,64000,crossover,128,4.5,Diesel,yes,2013
Volkswagen,10000,sedan,90,9,Petrol,no,2010
BMW,129222,sedan,2,5,Petrol,yes,2016
Mitsubishi,11900,crossover,129,2.5,Diesel,yes,2007
BMW,47500,sedan,0,2,Diesel,yes,2016
BMW,12800,sedan,140,2.2,Petrol,yes,2005
Mercedes-Benz,3900,sedan,375,2,Petrol,yes,1990
Volkswagen,12650,hatch,11,1,Petrol,yes,2014
Volkswagen,5600,vagon,235,1.4,Petrol,yes,2000
Mercedes-Benz,19600,vagon,127,1.8,Diesel,yes,2013
Toyota,28900,sedan,15,2.5,Petrol,yes,2015
Volkswagen,10900,sedan,273,2,Petrol,yes,2006
Volkswagen,11500,sedan,169,1.8,Petrol,yes,2008
Mitsubishi,9950,crossover,275,3.5,Gas,yes,2000
Mercedes-Benz,23800,sedan,195,2.2,Diesel,yes,2010
Renault,8750,vagon,46,1.6,Petrol,yes,2012
Toyota,19900,sedan,28,1.6,Petrol,yes,2014
Audi,6000,sedan,226,1.8,Petrol,yes,1995
Volkswagen,12900,sedan,136,1.6,Diesel,yes,2010
BMW,8999,sedan,221,4.5,Petrol,yes,2002
Volkswagen,8700,van,244,2.5,Diesel,yes,2001
Toyota,19800,crossover,44,2,Petrol,yes,2013
Volkswagen,9000,sedan,51,1.6,Petrol,yes,2013
Volkswagen,21000,vagon,58,2,Diesel,yes,2013
Audi,2100,vagon,275,2.5,Diesel,no,1998
Mercedes-Benz,5000,van,400,2.3,Diesel,yes,1998
Toyota,9500,other,90,1.6,Other,yes,2008
Volkswagen,34500,van,167,2,Diesel,yes,2013
Mercedes-Benz,NA,other,22,3,Diesel,yes,2015
Toyota,9800,hatch,98,1.6,Gas,yes,2008
Audi,10399,sedan,293,1.8,Gas,yes,2004
Mercedes-Benz,42000,sedan,38,2.2,Diesel,yes,2014
Audi,14500,hatch,60,1.2,Petrol,yes,2011
Toyota,13621.43,sedan,0,1.3,Petrol,yes,2015
BMW,3300,sedan,250,3,Diesel,no,2000
Volkswagen,34899.14,vagon,0,2,Petrol,yes,2016
Mercedes-Benz,4500,van,180,2.3,Diesel,yes,1998
Volkswagen,1800,vagon,280,1.9,Diesel,yes,1996
Mitsubishi,12999,crossover,140,2.4,Gas,yes,2007
Volkswagen,8800,van,240,1.9,Diesel,yes,2003
Audi,22000,crossover,152,4.2,Petrol,yes,2007
Mercedes-Benz,NA,crossover,0,3,Diesel,yes,2016
Mercedes-Benz,159999,other,0,3,Petrol,yes,2016
Toyota,35555,crossover,40,3.5,Petrol,yes,2013
Volkswagen,2600,sedan,330,1.9,Petrol,no,1999
Volkswagen,11818.95,sedan,1,1.6,Petrol,yes,2014
Renault,8000,van,207,1.9,Diesel,yes,2003
Audi,52055.25,crossover,0,2,Diesel,yes,2016
Audi,5300,other,182,2.5,Diesel,no,2002
Renault,1800,van,123,1.9,Diesel,yes,2004
Volkswagen,8500,van,216,1.9,Diesel,yes,2005
Mercedes-Benz,99999,crossover,30,5,Petrol,yes,2013
Toyota,23000,crossover,233,4,Gas,yes,2006
Audi,11900,sedan,131,2,Petrol,yes,2007
Mercedes-Benz,6999,sedan,200,2.6,Gas,yes,2001
Toyota,9999,sedan,345,3,Gas,yes,2005
Audi,8999,vagon,200,2.7,Petrol,yes,2003
Renault,10800,other,206,2,Diesel,yes,2008
Mercedes-Benz,7777,other,230,2.8,Petrol,yes,1980
Mercedes-Benz,11500,van,200,2.2,Diesel,yes,2010
Mitsubishi,2300,sedan,420,1.8,Petrol,yes,1991
Audi,2000,vagon,310,2.5,Other,no,1998
Volkswagen,28900,crossover,1,2,Petrol,yes,2016
Mercedes-Benz,7700,sedan,285,3,Diesel,yes,1999
Renault,20996.24,crossover,0,1.5,Diesel,yes,2016
Toyota,8600,sedan,126,1.6,Petrol,yes,2008
Toyota,11000,sedan,156,1.8,Petrol,yes,2008
Volkswagen,11200,sedan,260,3.2,Petrol,yes,2006
BMW,5000,sedan,270,3,Diesel,yes,2000
BMW,14900,vagon,221,2,Diesel,yes,2008
Mercedes-Benz,9500,other,280,2.9,Diesel,yes,1998
Volkswagen,7700,sedan,220,2.8,Petrol,yes,2004
Toyota,14699,sedan,155,NA,Petrol,yes,2006
Toyota,21900,sedan,88,2.5,Petrol,yes,2012
BMW,77500,crossover,1,3,Petrol,yes,2016
Mercedes-Benz,8000,other,245,2.2,Diesel,yes,2004
Mercedes-Benz,2199,van,396,2.2,Diesel,no,2000
Mercedes-Benz,41900,sedan,95,6.3,Petrol,yes,2011
Mitsubishi,9000,sedan,158,NA,Other,yes,2007
Mercedes-Benz,20300,sedan,198,1.8,Gas,yes,2011
Toyota,14300,sedan,71,2.4,Petrol,yes,2008
Mercedes-Benz,83000,crossover,70,3,Diesel,yes,2013
BMW,6500,sedan,311,2,Gas,yes,1998
Mercedes-Benz,8500,van,281,2.2,Diesel,yes,2004
Renault,5400,vagon,181,1.5,Diesel,no,2010
Toyota,16800,crossover,238,4,Gas,yes,2004
Toyota,22900,crossover,34,2,Petrol,yes,2012
Mercedes-Benz,21300,crossover,143,3.2,Diesel,yes,2007
BMW,16999,other,90,2.5,Petrol,yes,2008
Volkswagen,15700,sedan,110,1.8,Petrol,yes,2011
Mercedes-Benz,5300,van,244,2.2,Diesel,yes,2000
Mercedes-Benz,16500,sedan,280,3.7,Petrol,yes,2004
BMW,8999,sedan,250,1.9,Petrol,yes,2001
Toyota,14850,hatch,51,1.6,Petrol,yes,2013
BMW,24100,vagon,112,3,Petrol,yes,2011
BMW,66500,crossover,1,2,Diesel,yes,2016
BMW,24500,crossover,195,4.8,Petrol,yes,2007
Toyota,23499,crossover,174,4,Gas,yes,2008
Volkswagen,14500,vagon,229,2,Diesel,yes,2009
Renault,13300.95,vagon,0,1.5,Diesel,yes,2016
Audi,1852.5,sedan,150,1.8,Petrol,yes,1985
Mitsubishi,8777,sedan,180,20,Petrol,yes,2007
BMW,8500,sedan,245,2.2,Petrol,yes,2002
BMW,NA,crossover,4,4.4,Petrol,yes,2016
Mercedes-Benz,21500,sedan,146,1.8,Gas,yes,2012
Volkswagen,10000,sedan,174,2,Petrol,yes,2005
Mercedes-Benz,4500,other,356,2.3,Petrol,yes,1991
Volkswagen,21900,van,166,2,Diesel,yes,2011
Mercedes-Benz,102800,van,0,2.2,Diesel,yes,2016
Renault,7750,van,70,1.5,Diesel,yes,2014
Volkswagen,9750,van,253,1.9,Diesel,yes,2010
Toyota,10500,sedan,82,NA,Petrol,yes,2010
Renault,3100,vagon,150,1.9,Diesel,no,2003
BMW,1900,sedan,200,1.8,Gas,no,1994
BMW,14300,sedan,217,3,Diesel,yes,2005
Renault,4300,van,1,1.5,Diesel,yes,2003
Audi,17000,crossover,127,3,Diesel,no,2013
Toyota,17999,crossover,35,2,Petrol,yes,2009
Mercedes-Benz,99000,crossover,0,3,Diesel,yes,2016
Audi,3100,hatch,114,1.6,Petrol,no,2001
Mitsubishi,6999,sedan,113,1.5,Petrol,yes,2007
Toyota,13900,sedan,102,3.5,Gas,yes,2008
Mercedes-Benz,68500,crossover,68,3,Diesel,yes,2014
Mercedes-Benz,11800,van,148,2.2,Diesel,yes,2010
Mercedes-Benz,115555,crossover,39,3,Diesel,yes,2015
Audi,21000,sedan,210,4.2,Petrol,yes,2009
Mercedes-Benz,3150,vagon,220,1.7,Other,no,2001
Volkswagen,NA,van,158,1.6,Diesel,yes,2012
Audi,1950,vagon,300,1.8,Petrol,no,1999
Mitsubishi,12500,crossover,120,2.5,Diesel,yes,2007
Mitsubishi,5999,van,258,NA,Diesel,yes,1999
Volkswagen,3100,sedan,232,1.9,Diesel,no,2001
Toyota,19800,crossover,252,4.2,Diesel,yes,2002
Audi,4200,sedan,236,2.5,Diesel,no,2003
Audi,2100,vagon,230,1.9,Diesel,no,2000
BMW,32500,vagon,162,3,Diesel,yes,2012
Audi,15500,vagon,180,2,Diesel,yes,2007
Mercedes-Benz,11500,sedan,224,2.6,Gas,yes,2003
Audi,3000,sedan,265,1.8,Petrol,yes,1988
BMW,4550,sedan,200,2.8,Petrol,no,1997
BMW,18777,sedan,134,4.4,Petrol,yes,2005
Audi,19700,crossover,172,3.6,Petrol,yes,2007
Renault,10950,vagon,180,1.5,Diesel,yes,2011
Volkswagen,9600,other,128,1.9,Diesel,yes,2010
Renault,6700,hatch,96,1.4,Petrol,yes,2010
Audi,2411,sedan,240,1.6,Other,yes,1987
BMW,23500,crossover,74,2,Petrol,yes,2010
Volkswagen,9000,sedan,59,2,Petrol,no,2010
Volkswagen,38764,sedan,0,2,Diesel,yes,2014
Volkswagen,5500,van,380,2.4,Diesel,yes,1999
Mercedes-Benz,11800,sedan,150,2.2,Diesel,yes,2004
Toyota,52500,crossover,43,3,Other,yes,2014
Audi,31500,sedan,80,2,Petrol,yes,2013
Volkswagen,22800,other,161,2,Diesel,yes,2011
BMW,21000,other,130,2.5,Petrol,yes,2006
Mercedes-Benz,9200,sedan,172,2.8,Petrol,yes,1997
Mercedes-Benz,9900,sedan,320,2.7,Diesel,yes,2001
Volkswagen,1500,sedan,265,1.8,Petrol,yes,1988
BMW,2850,sedan,386,5,Gas,yes,1988
Volkswagen,19999,other,48,2,Diesel,yes,2012
BMW,7000,sedan,338,NA,Petrol,yes,1997
Volkswagen,11250,other,159,1.4,Petrol,yes,2010
Mitsubishi,46000,crossover,0,2.4,Diesel,yes,2016
Volkswagen,18300,van,1,2.2,Diesel,yes,2013
BMW,42900,sedan,2,2,Petrol,yes,2016
BMW,18400,crossover,256,3,Diesel,yes,2006
BMW,12900,sedan,121,2,Petrol,yes,2007
Toyota,37600,crossover,126,4.7,Petrol,yes,2008
BMW,46000,sedan,5,2,Petrol,yes,2016
Volkswagen,3200,other,650,1.9,Diesel,yes,1999
BMW,6500,vagon,377,2,Gas,yes,1998
Volkswagen,55555,van,53,2,Diesel,yes,2013
Mitsubishi,6900,sedan,190,1.6,Gas,yes,2007
Mercedes-Benz,104000,crossover,16,5.5,Petrol,yes,2015
Mitsubishi,5200,van,200,1.6,Petrol,yes,2003
Mitsubishi,8400,sedan,147,2,Petrol,yes,2007
Volkswagen,1450,hatch,200,1.8,Gas,no,1992
Volkswagen,13700,other,103,2,Diesel,yes,2013
Toyota,18950,sedan,45,1.8,Petrol,yes,2014
Mercedes-Benz,13000,other,247,2.2,Diesel,yes,2012
Mitsubishi,19800,crossover,67,2,Gas,yes,2013
Mercedes-Benz,22500,sedan,213,2.2,Diesel,yes,2012
BMW,19500,sedan,190,6,Petrol,yes,2004
Volkswagen,NA,other,67,1.8,Other,yes,2008
Mercedes-Benz,6100,sedan,300,3.2,Diesel,no,2004
Volkswagen,19000,sedan,109,1.8,Petrol,yes,2012
Mercedes-Benz,3799,van,350,2.2,Diesel,yes,2000
BMW,8900,sedan,250,2.5,Diesel,yes,2001
Volkswagen,8000,van,350,1.9,Diesel,yes,2004
BMW,4500,sedan,300,3,Diesel,yes,2000
Volkswagen,2600,van,10,2.4,Diesel,yes,1988
Mercedes-Benz,31669,hatch,2,NA,Other,yes,2015
BMW,4300,sedan,240,2.5,Diesel,no,2002
Mercedes-Benz,82555,crossover,69,3,Diesel,yes,2014
BMW,31000,vagon,15,NA,Other,yes,2015
Renault,10000,other,214,2.5,Diesel,yes,2008
Audi,56000,crossover,44,3,Diesel,yes,2014
BMW,21700,sedan,259,3,Diesel,yes,2007
BMW,89999,crossover,17,4.4,Petrol,yes,2015
Mitsubishi,9200,sedan,92,2,Petrol,yes,2010
Audi,21700,sedan,167,3,Petrol,yes,2009
Mercedes-Benz,27300,crossover,149,5.46,Petrol,yes,2009
Volkswagen,15200,van,132,2.5,Diesel,yes,2009
Volkswagen,9800,van,86,1.2,Petrol,yes,2013
Mercedes-Benz,14500,vagon,178,3,Diesel,yes,2006
Renault,7800,vagon,120,1.5,Diesel,yes,2008
Mercedes-Benz,15250,sedan,210,2.2,Diesel,yes,2006
Audi,13500,sedan,196,2.4,Petrol,yes,2005
Audi,23333,other,150,4.2,Petrol,yes,2007
Mercedes-Benz,18800,other,90,1.8,Petrol,yes,2008
Mitsubishi,6700,sedan,193,1.6,Petrol,yes,2005
Toyota,8200,crossover,212,2,Gas,yes,2003
Volkswagen,1650,sedan,210,1.8,Petrol,no,1998
Audi,49500,crossover,44,3,Diesel,yes,2013
Volkswagen,22900,sedan,48,2,Petrol,yes,2013
Volkswagen,10300,hatch,110,1.9,Diesel,yes,2008
Toyota,12500,sedan,175,2.4,Petrol,yes,2007
Mitsubishi,6800,sedan,170,1.6,Petrol,yes,2004
BMW,33500,sedan,1,1.5,Petrol,yes,2015
Toyota,20711.25,vagon,0,1.6,Petrol,yes,2016
Volkswagen,1499,sedan,220,2,Gas,no,1995
Volkswagen,18900,hatch,56,2,Petrol,yes,2012
BMW,67500,crossover,1,2,Diesel,yes,2016
BMW,52000,crossover,7,2,Diesel,yes,2015
Volkswagen,17777,van,250,2,Diesel,yes,2010
Toyota,33333,vagon,73,4,Gas,yes,2009
Mercedes-Benz,3200,sedan,390,2.3,Gas,yes,1985
Audi,88888,crossover,0,3,Diesel,yes,2015
Renault,7450,other,208,1.9,Other,yes,2004
Mercedes-Benz,31990,crossover,95,4.7,Petrol,yes,2010
BMW,14200,sedan,263,3,Petrol,yes,2004
Renault,6300,vagon,202,1.5,Diesel,yes,2005
Renault,4350,van,188,1.5,Diesel,yes,2004
Renault,11100,vagon,155,1.5,Diesel,yes,2012
Volkswagen,6300,vagon,132,2.8,Gas,yes,1995
Renault,3300,van,256,1.5,Diesel,yes,2005
Mercedes-Benz,7450,sedan,300,2,Gas,yes,2000
Mitsubishi,1850,sedan,145,1.6,Petrol,no,1997
Mercedes-Benz,14000,other,360,2.2,Diesel,yes,2005
Renault,12850,other,226,2.3,Diesel,yes,2012
Toyota,18300,hatch,30,1.6,Petrol,yes,2014
Volkswagen,14700,sedan,97,1.4,Gas,yes,2012
Volkswagen,3000,sedan,250,2.8,Gas,no,2002
Mercedes-Benz,12999,sedan,247,4,Diesel,yes,2003
Mercedes-Benz,11850,van,177,2.2,Diesel,yes,2011
Volkswagen,19500,sedan,128,1.8,Petrol,yes,2013
Mercedes-Benz,20200,sedan,69,2,Petrol,yes,2010
Renault,5899,vagon,189,NA,Diesel,no,2012
Volkswagen,12000,sedan,186,3.2,Petrol,yes,2006
Mercedes-Benz,17800,van,162,1.8,Diesel,yes,2012
Toyota,16800,crossover,154,2.7,Petrol,yes,2005
Mercedes-Benz,10600,van,250,2.2,Diesel,yes,2006
Mercedes-Benz,114999,crossover,0,3,Diesel,yes,2016
Renault,4700,hatch,124,1.5,Diesel,yes,2003
Mercedes-Benz,20000,crossover,251,5,Gas,yes,2002
Mercedes-Benz,104999,crossover,1,3,Diesel,yes,2016
Mercedes-Benz,9000,sedan,198,4,Diesel,yes,2002
BMW,36300,crossover,83,3.5,Petrol,yes,2010
Toyota,19400,crossover,88,2,Petrol,yes,2011
Mercedes-Benz,7700,sedan,230,2,Petrol,yes,2001
Mitsubishi,17500,other,69,2.5,Diesel,yes,2011
BMW,31000,sedan,100,2,Petrol,yes,2012
Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015
BMW,13500,sedan,233,3,Diesel,yes,2003
Renault,4900,van,150,2,Diesel,yes,2007
Mercedes-Benz,7700,sedan,340,2.2,Diesel,yes,2002
Renault,10900,vagon,175,1.5,Diesel,yes,2012
BMW,2200,sedan,303,2.5,Diesel,no,1999
BMW,7200,sedan,270,3,Diesel,no,2004
BMW,20500,other,114,NA,Other,yes,2008
Toyota,9150,hatch,87,1.6,Petrol,yes,2008
BMW,5900,sedan,10,2.8,Petrol,yes,1989
Mitsubishi,4800,hatch,206,1.6,Gas,yes,2001
Volkswagen,1500,vagon,200,1.8,Gas,yes,1996
Volkswagen,9500,hatch,62,1.2,Diesel,yes,2011
Mercedes-Benz,3500,van,395,2.3,Diesel,no,1997
Volkswagen,3650,sedan,300,1.8,Petrol,yes,1996
Mercedes-Benz,63000,crossover,160,3,Diesel,yes,2013
Volkswagen,6600,van,240,1.9,Diesel,yes,2008
Toyota,36000,crossover,940,NA,Other,yes,2009
Toyota,10200,sedan,185,1.8,Petrol,yes,2007
Volkswagen,19995,hatch,68,1.4,Petrol,yes,2013
Mitsubishi,9800,sedan,56,1.5,Petrol,yes,2011
Mercedes-Benz,11200,sedan,198,6,Petrol,yes,2004
Volkswagen,18000,crossover,117,2.5,Diesel,yes,2006
Mitsubishi,28500,crossover,0,2,Petrol,yes,2016
Mitsubishi,9800,sedan,81,2,Petrol,yes,2009
BMW,33000,sedan,60,NA,Petrol,yes,2012
Audi,3900,sedan,247,2.5,Diesel,no,2003
Mitsubishi,22711.65,crossover,1,2,Petrol,yes,2016
BMW,6500,sedan,298,2.5,Petrol,yes,1998
Volkswagen,4999,hatch,300,1.9,Diesel,yes,1999
Renault,9100,vagon,176,1.5,Diesel,yes,2011
Mercedes-Benz,11000,sedan,319,2.2,Diesel,yes,2003
Volkswagen,7200,hatch,159,1.6,Petrol,yes,2007
Mercedes-Benz,10900,van,191,2.2,Diesel,yes,2007
Volkswagen,35000,sedan,74,4.2,Gas,yes,2011
Mitsubishi,11500,sedan,134,2.4,Petrol,yes,2009
Mercedes-Benz,9999,van,154,2.2,Diesel,yes,2007
Audi,NA,sedan,300,2.5,Diesel,no,2001
Renault,4400,other,220,1.5,Diesel,yes,2004
Mitsubishi,4000,hatch,367,1.6,Gas,yes,1997
Audi,29999,other,90,3,Petrol,yes,2011
Volkswagen,14800,van,65,1.6,Diesel,yes,2012
Mitsubishi,5500,crossover,30,2.5,Diesel,yes,2014
BMW,39333,sedan,6,2,Petrol,yes,2016
Mitsubishi,17000,crossover,215,3.8,Petrol,yes,2006
Toyota,20900,sedan,18,2.5,Other,yes,2013
BMW,15000,sedan,137,2.2,Petrol,yes,2004
Volkswagen,1850,other,200,1.6,Petrol,no,1999
Renault,6900,hatch,47,1.4,Petrol,yes,2012
Volkswagen,11990,sedan,245,2,Diesel,yes,2007
Mercedes-Benz,41000,van,55,3,Diesel,yes,2011
BMW,42000,sedan,5,2,Petrol,yes,2016
Renault,7700,van,128,1.5,Diesel,yes,2012
Volkswagen,7750,van,265,1.9,Diesel,yes,2002
Toyota,10100,other,83,1.6,Other,yes,2008
Renault,7500,van,128,1.5,Diesel,yes,2009
BMW,2700,sedan,220,2.5,Petrol,no,2002
Mercedes-Benz,74900,other,32,6.3,Petrol,yes,2007
Renault,800,van,200,1.9,Diesel,no,1997
Mitsubishi,17900,crossover,89,3.8,Gas,yes,2008
Audi,29000,vagon,213,3,Diesel,yes,2010
BMW,17100,crossover,188,3,Diesel,yes,2004
Volkswagen,33500,crossover,98,NA,Petrol,yes,2013
Mercedes-Benz,1600,sedan,338,3,Diesel,no,1991
Mercedes-Benz,11777,other,300,4.3,Gas,yes,2001
BMW,6699,sedan,299,2.2,Petrol,yes,2001
BMW,3900,vagon,240,3,Diesel,no,2001
Volkswagen,6500,sedan,212,1.6,Petrol,yes,2003
BMW,51500,hatch,77,3,Petrol,yes,2012
Renault,6500,vagon,186,1.5,Diesel,yes,2004
BMW,10800,other,191,2.2,Petrol,yes,2002
Audi,2450,vagon,240,2.5,Diesel,no,2000
Volkswagen,NA,van,207,2,Diesel,yes,2012
Toyota,28800,crossover,29,2.2,Diesel,yes,2015
Volkswagen,6900,crossover,258,2.5,Diesel,no,2004
Toyota,47700,crossover,810,4.7,Gas,yes,2010
Volkswagen,12700,van,75,1.2,Petrol,yes,2012
Toyota,7900,hatch,56,1,Gas,yes,2011
BMW,18000,sedan,180,2,Other,no,2011
BMW,8899,sedan,170,2.2,Petrol,yes,2001
Mercedes-Benz,57000,other,0,1.6,Petrol,yes,2016
Mercedes-Benz,2100,sedan,535,2.2,Diesel,yes,1995
Audi,10900,sedan,199,3,Petrol,yes,2004
Toyota,42500,crossover,50,3,Diesel,yes,2012
BMW,51900,crossover,106,3,Diesel,yes,2012
Renault,3300,van,345,1.9,Diesel,yes,2001
Mercedes-Benz,187555,other,0,4.7,Petrol,yes,2016
Mercedes-Benz,16555,sedan,159,3.5,Gas,yes,2006
Mercedes-Benz,7000,van,197,2.2,Diesel,yes,2002
Mercedes-Benz,9300,sedan,342,2.6,Petrol,yes,2003
Audi,11500,sedan,85,1.8,Petrol,yes,2007
Mercedes-Benz,8000,crossover,314,99.99,Gas,yes,2000
Toyota,16672.5,hatch,1,1.6,Petrol,yes,2016
Volkswagen,37990,crossover,140,3,Diesel,yes,2012
Mercedes-Benz,2400,sedan,1,2,Petrol,no,2001
Mercedes-Benz,219900,crossover,33,5.5,Petrol,yes,2013
Renault,7150,van,142,1.5,Diesel,yes,2012
Toyota,5000,crossover,289,2,Diesel,no,2003
Mercedes-Benz,7700,sedan,390,3,Diesel,no,2007
Mercedes-Benz,28500,crossover,190,3.2,Diesel,yes,2008
Toyota,61000,crossover,100,4.5,Diesel,yes,2013
Toyota,14700,vagon,98,2,Gas,yes,2008
Toyota,NA,hatch,28,1.6,Petrol,yes,2014
Volkswagen,21900,sedan,107,3,Diesel,yes,2009
Audi,53700,crossover,67,3,Petrol,yes,2013
Volkswagen,19200,crossover,155,2.5,Diesel,yes,2008
Audi,18700,sedan,136,2,Diesel,yes,2009
Audi,9600,vagon,230,2.5,Diesel,yes,2004
Volkswagen,10500,van,312,2.5,Diesel,yes,1998
BMW,77777,sedan,8,4.4,Petrol,yes,2014
Volkswagen,18200,crossover,179,2.5,Diesel,yes,2007
Audi,52000,other,124,3,Diesel,yes,2012
BMW,13700,sedan,122,2,Petrol,yes,2007
BMW,15000,vagon,245,3,Gas,yes,2006
Mitsubishi,6400,sedan,127,1.6,Petrol,yes,2006
Toyota,54000,crossover,147,4.5,Diesel,yes,2011
Toyota,23700,sedan,100,2.5,Gas,yes,2014
Volkswagen,13950,hatch,104,1.2,Petrol,yes,2012
Toyota,23200,crossover,160,4,Petrol,yes,2008
Audi,2750,sedan,450,2.5,Diesel,no,1999
Audi,89999,crossover,0,3,Diesel,yes,2015
BMW,NA,sedan,65,2,Petrol,yes,2012
BMW,21700,crossover,125,3,Petrol,yes,2007
Mercedes-Benz,NA,van,12,2.2,Diesel,yes,2015
Toyota,16500,crossover,328,4.2,Diesel,yes,1993
BMW,15000,crossover,85,4.8,Petrol,no,2010
Mercedes-Benz,61500,crossover,16,3,Diesel,yes,2013
BMW,1700,sedan,200,2,Diesel,no,2003
BMW,8500,sedan,352,2.17,Petrol,yes,2001
Toyota,9999,sedan,250,2.4,Petrol,yes,2003
Audi,3300,vagon,300,2.5,Diesel,no,1999
Volkswagen,19900,other,112,2,Petrol,yes,2012
Renault,11300,vagon,160,1.5,Diesel,yes,2011
Toyota,14900,sedan,149,3.5,Gas,yes,2008
Toyota,39000,crossover,88,4.5,Diesel,yes,2009
Mercedes-Benz,69900,sedan,76,6,Petrol,yes,2010
BMW,72900,crossover,16,3,Diesel,yes,2015
Renault,10500,vagon,185,1.5,Diesel,yes,2011
Mercedes-Benz,NA,sedan,23,5.5,Petrol,yes,2011
Renault,13900,vagon,89,1.5,Diesel,yes,2013
Renault,6800,van,131,1.5,Diesel,yes,2013
Mercedes-Benz,8500,van,270,2.2,Diesel,yes,2004
Volkswagen,7600,van,158,2,Diesel,yes,2009
Toyota,30950,other,45,4.6,Petrol,yes,2013
Audi,3990,sedan,413,2.6,Gas,yes,1993
Audi,68500,sedan,44,6.3,Petrol,yes,2012
Audi,33500,sedan,42,2,Petrol,yes,2013
BMW,11500,sedan,193,4.4,Petrol,yes,2000
Toyota,24999,crossover,153,4,Petrol,yes,2007
Audi,1850,sedan,250,2.5,Diesel,no,1999
Mercedes-Benz,29500,crossover,55,2.2,Diesel,no,2013
Mercedes-Benz,57000,sedan,43,4.7,Petrol,yes,2012
Audi,30900,hatch,195,3,Diesel,yes,2010
Toyota,7000,crossover,150,2,Petrol,yes,2000
Volkswagen,8950,van,170,1.6,Diesel,yes,2013
Mitsubishi,2500,crossover,1,2.5,Diesel,yes,2007
Renault,8350,other,141,1.5,Other,yes,2012
BMW,11400,sedan,206,3,Petrol,yes,2003
Renault,6200,van,322,NA,Diesel,yes,2001
Volkswagen,2600,sedan,280,2.5,Diesel,no,2000
Mercedes-Benz,7450,sedan,219,2,Petrol,yes,2000
Audi,9499,sedan,255,2.5,Diesel,yes,2002
Toyota,14900,sedan,106,2.4,Petrol,yes,2008
Volkswagen,8200,van,265,2.5,Diesel,no,2007
Mercedes-Benz,12500,sedan,208,3.2,Diesel,yes,2004
Toyota,14500,sedan,127,2.4,Gas,yes,2008
BMW,41000,crossover,80,3,Petrol,yes,2012
Volkswagen,12000,sedan,73,1.6,Gas,yes,2011
Mercedes-Benz,5600,sedan,230,2.7,Diesel,no,2005
Mercedes-Benz,5200,other,220,3.2,Petrol,no,2004
BMW,2999,sedan,299,NA,Diesel,no,2000
Mitsubishi,9200,sedan,48,1.5,Petrol,yes,2008
Toyota,25999,other,108,4,Petrol,yes,2008
BMW,6300,sedan,241,2.8,Gas,yes,1995
Mercedes-Benz,116500,sedan,25,3,Diesel,yes,2015
BMW,15500,sedan,216,2,Diesel,yes,2008
Toyota,17500,crossover,168,4,Gas,yes,2004
Volkswagen,9999,sedan,182,1.6,Petrol,yes,2006
Toyota,NA,sedan,15,2.5,Petrol,yes,2015
BMW,34600,crossover,163,5,Petrol,yes,2011
Renault,1185.6,hatch,160,2,Petrol,yes,1987
Mercedes-Benz,20500,sedan,222,5.5,Petrol,yes,2006
Renault,10900,van,138,2,Diesel,yes,2012
Volkswagen,7800,hatch,230,1.6,Petrol,yes,2004
Audi,3900,vagon,232,2.5,Diesel,no,2003
Toyota,15500,crossover,120,2,Petrol,yes,2008
Audi,48000,crossover,126,3,Diesel,yes,2013
Mercedes-Benz,12800,van,193,2.2,Other,yes,2011
Toyota,14900,crossover,288,4.7,Gas,yes,2000
Mercedes-Benz,1990,hatch,230,1.7,Other,no,2001
Mitsubishi,9800,sedan,148,2,Gas,yes,2008
BMW,2200,sedan,460,2.4,Diesel,yes,1988
Mercedes-Benz,8700,sedan,290,2.7,Diesel,yes,1999
Renault,3450,van,196,1.9,Diesel,yes,2001
Mercedes-Benz,22000,van,236,2.2,Diesel,yes,2012
Mercedes-Benz,6500,other,315,2,Petrol,yes,1996
Mitsubishi,12999,crossover,111,3,Gas,yes,2008
Volkswagen,21500,sedan,2,1.6,Diesel,yes,2016
BMW,2750,vagon,254,2.8,Gas,no,1997
Mitsubishi,23000,crossover,125,3,Gas,yes,2008
Volkswagen,NA,van,165,2,Diesel,yes,2013
BMW,8200,sedan,368,3,Diesel,yes,2000
BMW,32900,crossover,90,3,Petrol,yes,2008
Mercedes-Benz,13600,sedan,115,NA,Petrol,yes,2007
Toyota,22000,sedan,73,3.5,Petrol,yes,2010
Mitsubishi,2800,other,290,2,Petrol,yes,1990
Mercedes-Benz,12999,van,130,2.2,Diesel,yes,2012
Toyota,32000,sedan,22,2.5,Petrol,yes,2015
Toyota,99999,crossover,0,4.5,Petrol,yes,2016
Renault,6950,van,310,2.5,Diesel,yes,2005
Renault,10500,hatch,148,1.5,Diesel,yes,2012
BMW,6899,vagon,320,2.8,Gas,yes,1997
Mercedes-Benz,6200,sedan,450,4.2,Gas,yes,1997
Toyota,65000,other,60,4.5,Diesel,yes,2013
Mercedes-Benz,13900,other,272,2.2,Diesel,yes,2005
Renault,5800,van,217,2,Gas,yes,2003
BMW,28700,other,160,3,Petrol,yes,2011
BMW,16700,crossover,260,4.4,Petrol,yes,2003
